,Address,AreaName,Price ($),lat,lng
34701,"2229 PINENEEDLE ROW Mississauga, ON",Mississauga,2599000,43.557907,-79.62262
34702,"410 Country Lane Peterborough, ON",Peterborough,39900,44.355511,-78.310143
34703,"1125 WILLOW LANE Mississauga, ON",Meadowvale Village,1299000,43.62471,-79.731468
34704,"889 George St Peterborough, ON",Peterborough,3500,44.322189,-78.316246
34705,"763 BALBOA DR Mississauga, ON",Mississauga,2280000,43.537552,-79.598846
34706,"169 Lansdowne St Peterborough, ON",Peterborough,1800,44.289585,-78.298874
34707,"5255 Palmetto Place Mississauga, ON",Erin Mills,2100,43.552559,-79.724419
34708,"77 Summer Lane Peterborough, ON",Peterborough,416972,44.320198,-78.335579
34709,"1982 Cocklin Cres Oshawa, ON",Taunton,749900,43.957432,-78.841713
34710,"592 Rathburn Road W Mississauga, ON",Mississauga,220000,43.584141,-79.653366
34711,"985 CHEMONG Road Peterborough, ON",Peterborough,239900,44.323189,-78.33609
34712,"1150 Sycamore Cres Oshawa, ON",Centennial,579900,43.929367,-78.868858
34713,"1151 MISSISSAUGA RD Mississauga, ON",Mississauga,3349000,43.550571,-79.594566
34714,"152 BENSON Avenue Peterborough, ON",Peterborough,325000,44.31921,-78.324532
34715,"#61 - 1100 Oxford St Oshawa, ON",Lakeview,179900,43.868229,-78.854141
34716,"#2702 - 4205 SHIPP DR Mississauga, ON",Mississauga,238700,43.599724,-79.638382
34717,"394 GEORGE ST N Peterborough, ON",Peterborough,139000,44.305622,-78.319771
34718,"4795 COLOMBO CRES Mississauga, ON",Erin Mills,700000,43.543301,-79.714867
34719,"464 BELLEVUE Street Peterborough, ON",Peterborough,279000,44.315449,-78.33741
34720,"6774 DARCEL AVE Mississauga, ON",Malton,649700,43.724434,-79.625153
34721,"127 PRINCESS Street Peterborough, ON",Peterborough,187900,44.290382,-78.316483
34722,"#2 - 1575 DREW RD Mississauga, ON",Mississauga,456240,43.682461,-79.68
34723,"5188 AMANA PL Mississauga, ON",Mississauga,1990000,43.573078,-79.699699
34724,"730 The Kings Way Peterborough, ON",Peterborough,450000,44.279858,-78.339584
34725,"# 607 - 400 WEBB DR Mississauga, ON",Mississauga,314900,43.58371,-79.643074
34726,"1653 CHAMPLAIN DR Peterborough, ON",Peterborough,693000,44.356503,-78.30043
34727,"724 ERSKINE AVE Peterborough, ON",Peterborough,2100000,44.280025,-78.333694
34728,"#912 - 3605 KARIYA DR Mississauga, ON",Mississauga,339000,43.590034,-79.634651
34729,"430 ABOUND Crescent Peterborough, ON",Peterborough,349900,44.284275,-78.29895
34730,"#13 - 1125 BLOOR ST E Mississauga, ON",Mississauga,30000,43.611534,-79.601303
34731,"500 HOMEWOOD Avenue Peterborough, ON",Peterborough,459900,44.304367,-78.332451
34732,"#23 - 60 HANSON RD Mississauga, ON",Mississauga,439000,43.58445,-79.624313
34733,"218 PARK PL Street Peterborough, ON",Peterborough,269900,44.299522,-78.328033
34734,"1314 Cherrydown Dr Oshawa, ON",Donevan,324900,43.894817,-78.810387
34735,"3701 KEENAN CRES Mississauga, ON",Malton,519900,43.731445,-79.645241
34736,"833 KILDARE Road Peterborough, ON",Peterborough,284900,44.304749,-78.349098
34737,"131 Riverside Dr Oshawa, ON",Eastdale,399900,43.907257,-78.838425
34738,"8 LAWRENCE Street Omemee, ON",Kawartha Lakes,629900,44.341793,-78.46196
34739,"596 SETTLERS RDGE Peterborough, ON",Peterborough,349900,44.346939,-78.314407
34740,"#508 - 330 Red Maple Rd Richmond Hill, ON",Bayview Glen,279999,43.850864,-79.428192
34741,"514 Ritson Rd Oshawa, ON",Central Oshawa,599000,43.886299,-78.847977
34742,"#1121 - 9251 Yonge St Richmond Hill, ON",Bayview Glen,535000,43.852707,-79.431839
34743,"42 CROSBY AVE Richmond Hill, ON",Richmond Hill,1130000,43.880219,-79.437225
34744,"13572 BAYVIEW AVE Richmond Hill, ON",Richmond Hill,3500000,43.963596,-79.435234
34745,"#D22 - 1472 Thornton Rd Oshawa, ON",Northwood,245000,43.929367,-78.909409
34746,"42 QUEENSMILL CRT Richmond Hill, ON",Richmond Hill,848000,43.84713,-79.407448
34747,"722 Downview Cres Oshawa, ON",Donevan,399900,43.887672,-78.812737
34748,"1204 SIMCOE ST N Oshawa, ON",Centennial,69000,43.929321,-78.877487
34749,"10016 BAYVIEW AVE Richmond Hill, ON",Richmond Hill,109900,43.876217,-79.415916
34750,"2419 Kentucky Derby Way Oshawa, ON",Windfields,569900,43.955807,-78.90686
34751,"73 SUN VALLEY DR Richmond Hill, ON",Richmond Hill,1449000,43.887386,-79.394577
34752,"1068 Grandview St Oshawa, ON",Pinecrest,475000,43.932396,-78.835762
34753,"35 WEST PEARCE ST Richmond Hill, ON",Richmond Hill,299000,43.846893,-79.385513
34754,"42 BETONY DR Richmond Hill, ON",Richmond Hill,799900,43.938774,-79.476768
34755,"102 ELGIN ST W Oshawa, ON",O'Neill,319000,43.901852,-78.869827
34756,"108 * MILL ST Richmond Hill, ON",Richmond Hill,599000,43.877483,-79.444099
34757,"1109 Schooling Dr Oshawa, ON",Taunton,574900,43.943024,-78.851677
34758,"#83 - 1100 Oxford St Oshawa, ON",Lakeview,184000,43.868229,-78.854141
34759,"71 CASTLE ROCK DR Richmond Hill, ON",Richmond Hill,649900,43.850807,-79.450775
34760,"32 OKANAGAN DR Richmond Hill, ON",Richmond Hill,1169000,43.849239,-79.457436
34761,"832 Castlegrove Ave Oshawa, ON",McLaughlin,449900,43.893867,-78.895988
34762,"279 ESSEX AVE Richmond Hill, ON",Richmond Hill,1270000,43.869274,-79.42292
34763,"416 BLOOR ST E Oshawa, ON",Lakeview,525000,43.883804,-78.840858
34764,"#2 - 9608 YONGE ST Richmond Hill, ON",Richmond Hill,351450,43.862335,-79.435738
34765,"174 RITSON RD S Oshawa, ON",Central Oshawa,899000,43.895252,-78.851913
34766,"#3 - 16 VOGELL RD Richmond Hill, ON",Richmond Hill,94500,43.864246,-79.383369
34767,"286 ELMGROVE AVE Oshawa, ON",Vanier,370000,43.891579,-78.872467
34768,"#H - 9625 YONGE ST Richmond Hill, ON",Richmond Hill,29000,43.861675,-79.43338
34769,"326 RITSON RD S Oshawa, ON",Central Oshawa,305000,43.891197,-78.850067
34770,"18 ROSSINI DR Richmond Hill, ON",Richmond Hill,825000,43.943619,-79.476952
34771,"17 KING ST W Oshawa, ON",Central Oshawa,899900,43.896935,-78.864151
34772,"25 MOCKINGBIRD DR Richmond Hill, ON",Richmond Hill,1529000,43.91399,-79.455589
34773,"40 SIMCOE ST N Oshawa, ON",O'Neill,49000,43.898659,-78.864273
34774,"19 ORLON CRES Richmond Hill, ON",Richmond Hill,2349000,43.842903,-79.443268
34775,"1464 THORNTON RD N Oshawa, ON",Northwood,785000,43.92905,-78.90979
34776,"2 DARTMORE CRT Richmond Hill, ON",Richmond Hill,2188000,43.852226,-79.400772
34777,"140 ELGIN ST E Oshawa, ON",O'Neill,419900,43.90395,-78.860786
34778,"471-473 Ritson Rd Oshawa, ON",Central Oshawa,789800,43.887665,-78.847488
34779,"60 AVENUE RD Richmond Hill, ON",Richmond Hill,1748800,43.849934,-79.445541
34780,"71 EDGAR AVE Richmond Hill, ON",Richmond Hill,2160000,43.846764,-79.438393
34781,"412 DEAN AVE Oshawa, ON",Central Oshawa,289900,43.889019,-78.84259
34782,"75 TAYLORWOOD RD Oshawa, ON",Samac,829000,43.944691,-78.888733
34783,"43 SHALLOT CRT Richmond Hill, ON",Richmond Hill,939000,43.902267,-79.465286
34784,"230 DREW ST Oshawa, ON",Central Oshawa,295500,43.893177,-78.853943
34785,"223 SHIRLEY DR Richmond Hill, ON",Richmond Hill,868000,43.886799,-79.407196
34786,"83 LARACOR LANE Oshawa, ON",Centennial,800000,43.917099,-78.868553
34787,"184 BERNARD AVE Richmond Hill, ON",Richmond Hill,948000,43.89711,-79.432556
34788,"3668 HARMONY RD N Oshawa, ON",Rural Oshawa,2500000,43.998299,-78.877922
34789,"20 LAKE WOODS ST Richmond Hill, ON",Richmond Hill,1188000,43.921406,-79.457741
34790,"441 AVIATOR LANE Oshawa, ON",Northglen,129900,43.927616,-78.896072
34791,"1155 RITSON RD N Oshawa, ON",Centennial,279000,43.930866,-78.866768
34792,"55 A HARDING BLVD Richmond Hill, ON",Richmond Hill,2388000,43.867538,-79.432564
34793,"341 OLIVE AVE Oshawa, ON",Central Oshawa,299900,43.891407,-78.847008
34794,"143 WAVERLY ST N Oshawa, ON",McLaughlin,729000,43.896526,-78.889435
34795,"#201 - 10 Martha Eaton Way Toronto, ON",Brookhaven,189900,43.697231,-79.490097
34796,"747 BARBADOS ST Oshawa, ON",Northglen,749900,43.914158,-78.899734
34797,"674 SIMCOE ST S Oshawa, ON",Lakeview,77000,43.880093,-78.856018
34798,"#12 - 1300 KING ST E Oshawa, ON",Eastdale,29900,43.907261,-78.815285
34799,"21 -23 SIMCOE ST S Oshawa, ON",Central Oshawa,2100000,43.896973,-78.863197
34800,"#32 - 452 Silverstone Dr Toronto, ON",Silverstone,409800,43.74144,-79.598236
34801,"827 FERNDALE ST Oshawa, ON",Northglen,650000,43.915245,-78.891441
34802,"291 SIMCOE ST S Oshawa, ON",Central Oshawa,2200000,43.889954,-78.859894
34803,"#1 - 97 KING ST E Oshawa, ON",Central Oshawa,199000,43.898129,-78.859962
34804,"10 BOND Street W Oshawa, ON",O'Neill,149000,43.898449,-78.86451
34805,"419 ALBERT ST Oshawa, ON",Central Oshawa,399900,43.887161,-78.856155
34806,"94 COTTINGHAM CRES Oshawa, ON",Farewell,384900,43.872437,-78.840088
34807,"Lt 1 &amp;2 PHILLIP MURRAY AVE Oshawa, ON",Oshawa,799000,43.858387,-78.860184
34808,"320 RITSON RD S Oshawa, ON",Central Oshawa,599000,43.891338,-78.850159
34809,"#4 - 375 Cook Rd Toronto, ON",York University Heights,469900,43.766647,-79.502373
34810,"19 GREAT GABE CRES Oshawa, ON",Oshawa,399000,43.95845,-78.898911
34811,"##201 - 4062 Lawrence Ave Toronto, ON",West Hill,80000,43.765911,-79.19754
34812,"401 Wolfe St Peterborough, ON",Peterborough,219900,44.297771,-78.326843
34813,"82 MONTRAVE AVE Oshawa, ON",Vanier,381900,43.892826,-78.873878
34814,"#11 - 90 Crockamhill Dr Toronto, ON",Agincourt,449000,43.799244,-79.282295
34815,"2125 Easthill Dr Peterborough, ON",Peterborough,239900,44.301376,-78.293823
34816,"#149 - 254 John Garland Blvd Toronto, ON",Rexdale,259000,43.733341,-79.593048
34817,"1491 Fair Ave Peterborough, ON",Peterborough,309900,44.299484,-78.361031
34818,"30 Gillbank Cres Toronto, ON",Morningside,729999,43.789196,-79.218353
34819,"1996 Chemong Rd Selwyn, ON",Peterborough,299000,44.350338,-78.362907
34820,"428 George St Peterborough, ON",Peterborough,1200,44.306667,-78.319771
34821,"1728 Eglinton Ave Toronto, ON",Belgravia,2798800,43.696499,-79.447227
34822,"1850 Cherryhill Rd Peterborough, ON",Peterborough,425000,44.277775,-78.376808
34823,"#1704 - 65 ST MARY ST Toronto, ON",Downtown,924900,43.666897,-79.389038
34824,"624 Cloverleaf St Peterborough, ON",Peterborough,289000,44.285862,-78.301018
34825,"#5201 - 16 HARBOUR ST Toronto, ON",Downtown,1688000,43.642578,-79.3769
34826,"1710 BADGLEY DR Oshawa, ON",Taunton,719800,43.951912,-78.833969
34827,"#702 - 500 SHERBOURNE ST Toronto, ON",Downtown,375000,43.667915,-79.375679
34828,"840 Philip St Peterborough, ON",Peterborough,250000,44.324261,-78.320564
34829,"122 -124 CENTRE ST N Oshawa, ON",O'Neill,259900,43.900307,-78.867477
34830,"#901 - 980 YONGE ST Toronto, ON",Midtown Toronto,499000,43.675289,-79.389023
34831,"1155 RITSON RD N Oshawa, ON",Centennial,279000,43.930866,-78.866768
34832,"550 Water St Peterborough, ON",Peterborough,445000,44.310581,-78.319099
34833,"16 ROSEMARY LANE Toronto, ON",Midtown Toronto,5250000,43.700211,-79.423698
34834,"1209 CHERRYDOWN DR Oshawa, ON",Donevan,449900,43.894108,-78.813812
34835,"1079 Parkhill Rd Peterborough, ON",Peterborough,730000,44.305862,-78.363235
34836,"#89 - 155 GLOVERS RD Oshawa, ON",Samac,259000,43.937256,-78.873863
34837,"#1317 - 38 JOE SHUSTER WAY Toronto, ON",Toronto,239900,43.640335,-79.424477
34838,"910 High St Peterborough, ON",Peterborough,2690000,44.287838,-78.332977
34839,"#863 - 155 DALHOUSIE ST Toronto, ON",Downtown,375000,43.65765,-79.376762
34840,"2622 Maple Grove Rd Peterborough, ON",Peterborough,3295,44.266945,-78.409248
34841,"#728 - 2 OLD MILL DR Toronto, ON",Lambton Baby Point,399900,43.648071,-79.486664
34842,"947 Lansdowne St Peterborough, ON",Peterborough,15,44.282055,-78.342705
34843,"#3 - 1812 SIMCOE ST N Oshawa, ON",Samac,259000,43.942894,-78.889526
34844,"154 DUNBLAINE AVE Toronto, ON",Nortown,2650000,43.734093,-79.42907
34845,"212 Hunter St Peterborough, ON",Peterborough,1795,44.305939,-78.322311
34846,"128 -130 PARK RD S Oshawa, ON",Vanier,575000,43.891857,-78.872177
34847,"#728 - 2 EVA RD Toronto, ON",Eatonville,295000,43.639694,-79.563148
34848,"164 Hunter St Peterborough, ON",Peterborough,22,44.305874,-78.320778
34849,"Lot 1 PHILLIP MURRAY AVE Oshawa, ON",Oshawa,399000,43.858387,-78.860184
34850,"123 George St Peterborough, ON",Peterborough,14,44.296795,-78.32058
34851,"11 BOGERT AVE Toronto, ON",Lansing,9000,43.760517,-79.411743
34852,"304 ALBERT ST Oshawa, ON",Central Oshawa,499900,43.890015,-78.858238
34853,"2099 Lansdowne St Peterborough, ON",Peterborough,1099300,44.272491,-78.38488
34854,"#1410 - 1 HICKORY TREE RD Toronto, ON",Weston,199900,43.698143,-79.513771
34855,"1996 Chemong Rd Selwyn, ON",Peterborough,299000,44.350338,-78.362907
34856,"101 RITSON RD N Oshawa, ON",O'Neill,849000,43.90258,-78.854996
34857,"419 GEORGE ST N Peterborough, ON",Peterborough,259000,44.306431,-78.320236
34858,"4986 DUNDAS ST W Toronto, ON",Eatonville,149000,43.647232,-79.530617
34859,"100 LANGTON Street Peterborough, ON",Peterborough,299900,44.329952,-78.317329
34860,"385 THE WEST MALL Toronto, ON",Eatonville,99000,43.641918,-79.565247
34861,"261 Middlefield Rd Peterborough, ON",Peterborough,249500,44.281189,-78.29895
34862,"#1016 - 15 NORTHTOWN WAY Toronto, ON",Willowdale,317000,43.774834,-79.413307
34863,"217 BROCK Street Peterborough, ON",Peterborough,269900,44.306778,-78.322762
34864,"1578 Redwood Dr Peterborough, ON",Peterborough,350000,44.282982,-78.367905
34865,"4151 KINGSTON RD Toronto, ON",West Hill,2880000,43.758629,-79.197571
34866,"1468 MONAGHAN RD Peterborough, ON",Peterborough,328800,44.305817,-78.338043
34867,"1391 Hancox Crt Peterborough, ON",Peterborough,289000,44.29356,-78.361572
34868,"654 ASHBURNHAM Road Peterborough, ON",Peterborough,249900,44.28804,-78.29512
34869,"#706 - 121 MCMAHON DR Toronto, ON",Bayview Village,329000,43.767746,-79.370918
34870,"431 CAMERON Street Peterborough, ON",Peterborough,2200,44.278145,-78.319168
34871,"5745 FINCH AVE E Toronto, ON",Bridlewood,49000,43.796768,-79.315643
34872,"226 Farrier Cres Peterborough, ON",Peterborough,369900,44.344528,-78.317017
34873,"353 LINDSAY Road Peterborough, ON",Peterborough,289900,44.334122,-78.411278
34874,"99 IONVIEW RD Toronto, ON",Ionview,699000,43.738369,-79.273857
34875,"112 Dumble Ave Peterborough, ON",Peterborough,259900,44.323448,-78.319153
34876,"2655 Foxmeadow Rd Peterborough, ON",Peterborough,379900,44.303482,-78.292053
34877,"18 GREENVIEW AVE Toronto, ON",Newtonbrook,1500000,43.779987,-79.418968
34878,"121 Chandler Cres Peterborough, ON",Peterborough,489900,44.304382,-78.373062
34879,"19 FIRE ROUTE 251A Peterborough, ON",Gooderham,575000,44.737087,-78.275497
34880,"150 Hart Ave Peterborough, ON",Peterborough,209000,44.298023,-78.328552
34881,"10 Brinton Dr Peterborough, ON",Peterborough,369900,44.287292,-78.312668
34882,"43 Brookgreene Cres Richmond Hill, ON",Richmond Hill,2690000,43.896214,-79.449265
34883,"2542 Marsdale Dr Peterborough, ON",Peterborough,359900,44.298176,-78.295074
34884,"107 North Lake Rd Richmond Hill, ON",Richmond Hill,4000000,43.950871,-79.443497
34885,"143 RENAULT CRES Toronto, ON",Humber Heights - Westmount,848000,43.688129,-79.523537
34886,"93 Village Cres Peterborough, ON",Peterborough,499900,44.275974,-78.358093
34887,"#1 - 8851 Yonge St Richmond Hill, ON",Bayview Glen,1250000,43.843391,-79.430122
34888,"#22 - 67 KIRKDENE DR Toronto, ON",Rouge,899900,43.794567,-79.139496
34889,"503 Bolivar St Peterborough, ON",Peterborough,275000,44.300041,-78.330513
34890,"22 Rothbury Rd Richmond Hill, ON",Richmond Hill,1588888,43.904556,-79.454498
34891,"2013 Bensfort Rd Peterborough, ON",Peterborough,450000,44.272629,-78.306702
34892,"#1904 - 3 MARINE PARADE DR Toronto, ON",Mimico,520000,43.630383,-79.476273
34893,"#3 - 10593 Yonge St Richmond Hill, ON",Richmond Hill,150000,43.885792,-79.439003
34894,"301 Carnegie Ave Peterborough, ON",Peterborough,410000,44.35067,-78.310402
34895,"#806 - 3390 WESTON RD Toronto, ON",Emery,94900,43.749187,-79.542702
34896,"125 GARDEN AVE Richmond Hill, ON",Richmond Hill,2198000,43.836895,-79.440956
34897,"48&amp;62 Lansdowne St Peterborough, ON",Peterborough,2400000,44.290333,-78.311615
34898,"139 OVERTURE RD E Toronto, ON",West Hill,425000,43.764301,-79.198959
34899,"10164 YONGE ST Richmond Hill, ON",Richmond Hill,299000,43.875179,-79.438522
34900,"562 Westman Ave Peterborough, ON",Peterborough,450000,44.267315,-78.364021
34901,"74 HUNTINGDALE BLVD Toronto, ON",Bridlewood,658000,43.796352,-79.323875
34902,"46 RUFFLE CRES Richmond Hill, ON",Richmond Hill,778888,43.882839,-79.440277
34903,"36 TUNBRIDGE CRES Toronto, ON",Etobicoke West Mall,749000,43.644119,-79.571426
34904,"20 SABRINA CRT Richmond Hill, ON",Richmond Hill,1700000,43.856316,-79.459305
34905,"#1207 - 19 SINGER CRT Toronto, ON",Bayview Village,329000,43.769569,-79.369514
34906,"23 WILDWOOD AVE Richmond Hill, ON",Richmond Hill,799000,43.952541,-79.436089
34907,"#214 - 4064 LAWRENCE AVE Toronto, ON",West Hill,199900,43.76638,-79.197601
34908,"749 Brunswick Ave Peterborough, ON",Peterborough,100000,44.291939,-78.338287
34909,"106 DEERWOOD CRES Richmond Hill, ON",Richmond Hill,1180000,43.952744,-79.47905
34910,"266 DOUGLAS RD Richmond Hill, ON",Richmond Hill,799900,43.945675,-79.442329
34911,"301 Carnegie Ave Peterborough, ON",Peterborough,404900,44.35067,-78.310402
34912,"28 CHURCH ST Richmond Hill, ON",Richmond Hill,819000,43.875191,-79.43679
34913,"172 Simcoe St Peterborough, ON",Peterborough,65000,44.305012,-78.320892
34914,"925 Airport Rd Peterborough, ON",Fraserville,270000,44.234001,-78.353363
34915,"27 MADISON AVE Richmond Hill, ON",Richmond Hill,1658888,43.945221,-79.481575
34916,"#219 - 19 SINGER CRT Toronto, ON",Bayview Village,349900,43.769569,-79.369514
34917,"459 Hunter St Peterborough, ON",Peterborough,619900,44.304935,-78.330856
34918,"16 DRYNOCH AVE Richmond Hill, ON",Richmond Hill,2100000,43.961552,-79.435951
34919,"264 REINER RD Toronto, ON",Wilson Heights,1788000,43.748413,-79.456345
34920,"724 Erskine Ave Peterborough, ON",Peterborough,8,44.280025,-78.333694
34921,"112 BAKER AVE Richmond Hill, ON",Richmond Hill,1250000,43.872623,-79.434868
34922,"548 B SCARLETT RD Toronto, ON",Humber Heights - Westmount,698800,43.68832,-79.514221
34923,"2530 Chemong Rd Peterborough, ON",Harcourt,1100,44.365997,-78.378731
34924,"#Th05 - 25 SINGER CRT Toronto, ON",Bayview Village,699900,43.769741,-79.369698
34925,"150 O`carroll Ave Peterborough, ON",Peterborough,2295000,44.31834,-78.322655
34926,"64 EDGECROFT RD Toronto, ON",The Queensway,1524000,43.629078,-79.510864
34927,"184 Marina Blvd Peterborough, ON",Peterborough,750,44.333229,-78.32338
34928,"#10 - 800 ARROW RD Toronto, ON",Emery,649900,43.74855,-79.532745
34929,"518 Joslin St Peterborough, ON",Peterborough,397053,44.308525,-78.371895
34930,"92 EDGAR AVE Richmond Hill, ON",Richmond Hill,4998000,43.846996,-79.440628
34931,"#208 - 70 FOREST MANOR RD Toronto, ON",Henry Farm,339000,43.774895,-79.345955
34932,"91 George St Peterborough, ON",Peterborough,16,44.296528,-78.319977
34933,"120 CEDRIC AVE Toronto, ON",Midtown Toronto,799999,43.687363,-79.436615
34934,"159 CENTRE ST E Richmond Hill, ON",Richmond Hill,1900000,43.877892,-79.431313
34935,"538 Joslin St Peterborough, ON",Peterborough,454550,44.308525,-78.371895
34936,"580 Cameron St Peterborough, ON",Peterborough,12,44.2771,-78.324745
34937,"164 Hunter St Peterborough, ON",Peterborough,17,44.305874,-78.320778
34938,"101 George St Peterborough, ON",Peterborough,13,44.296764,-78.321327
34939,"429 GEORGE Street Peterborough, ON",Peterborough,29999,44.306721,-78.320259
34940,"73 STOCKDALE CRES Richmond Hill, ON",Richmond Hill,4690000,43.859261,-79.459099
